budget_ngn,primary_use,camera_priority,battery_priority,performance_priority,storage_priority,wants_specific_brand,brand_matches_pref,price_ngn,price_to_budget_ratio,ram_gb,storage_gb,battery_mah,main_camera_mp,selfie_camera_mp,processor_tier,refresh_rate_hz,five_g,brand,customer_id,model,target_score
311000,gaming,2,2,0,2,0,0,190000.0,0.6109324758842444,4.0,128.0,6700.0,50.0,8.0,25.0,120.0,0,TECNO,SYN-0002,Spark 50 4G,59.823536672030805
311000,gaming,2,2,0,2,0,0,355000.0,1.1414790996784565,8.0,128.0,5160.0,50.0,13.0,50.0,,0,TECNO,SYN-0002,Spark Slim,27.048024936528748
311000,gaming,2,2,0,2,0,0,273300.0,0.8787781350482315,8.0,256.0,5200.0,50.0,13.0,65.0,144.0,0,TECNO,SYN-0002,Spark 40 Pro+,56.558549319185346
311000,gaming,2,2,0,2,0,0,232350.0,0.7471061093247588,8.0,128.0,5000.0,50.0,13.0,50.0,120.0,0,TECNO,SYN-0002,Spark 40 Pro,49.146203113322564
311000,gaming,2,2,0,2,0,0,143000.0,0.45980707395498394,4.0,128.0,5000.0,50.0,8.0,25.0,120.0,0,TECNO,SYN-0002,Spark 40,43.16329062921726
311000,gaming,2,2,0,2,0,0,120500.0,0.387459807073955,4.0,128.0,5000.0,50.0,8.0,40.0,90.0,0,TECNO,SYN-0002,Spark 40C,42.46898920820284
311000,gaming,2,2,0,2,0,0,286000.0,0.9196141479099679,8.0,128.0,5200.0,50.0,32.0,50.0,120.0,0,TECNO,SYN-0002,Camon 40,57.02575559046174
311000,gaming,2,2,0,2,0,0,127900.0,0.4112540192926045,4.0,128.0,6000.0,13.0,8.0,25.0,90.0,0,TECNO,SYN-0002,Pop 10 Pro,48.85972457531043
311000,gaming,2,2,0,2,0,0,116000.0,0.3729903536977492,3.0,64.0,5000.0,13.0,8.0,25.0,120.0,0,TECNO,SYN-0002,Pop 10,38.35726570211546
311000,gaming,2,2,0,2,0,0,103000.0,0.3311897106109325,2.0,64.0,5000.0,13.0,8.0,35.0,90.0,0,TECNO,SYN-0002,Pop 10C,37.32913169112075
311000,gaming,2,2,0,2,0,0,139000.0,0.44694533762057875,4.0,128.0,5000.0,50.0,8.0,25.0,90.0,0,TECNO,SYN-0002,Spark 30C,42.225006218886385
311000,gaming,2,2,0,2,0,0,247000.0,0.7942122186495176,8.0,128.0,5000.0,50.0,32.0,,120.0,0,TECNO,SYN-0002,Spark 30 Pro,54.34434838025738
311000,gaming,2,2,0,2,0,0,111300.0,0.3578778135048232,8.0,128.0,5000.0,50.0,32.0,40.0,90.0,0,TECNO,SYN-0002,Spark 20,49.5460605124705
311000,gaming,2,2,0,2,0,0,135489.0,0.4356559485530547,4.0,64.0,5000.0,50.0,8.0,40.0,90.0,0,Samsung,SYN-0002,Galaxy A07,41.24457838340202
311000,gaming,2,2,0,2,0,0,146005.0,0.46946945337620577,4.0,128.0,5000.0,50.0,8.0,40.0,90.0,0,Samsung,SYN-0002,Galaxy A06,43.10390259892994
311000,gaming,2,2,0,2,0,0,154100.0,0.4954983922829582,4.0,128.0,5200.0,,,25.0,120.0,0,itel,SYN-0002,City 200,54.429628253518665
311000,gaming,2,2,0,2,0,0,127100.0,0.4086816720257235,3.0,64.0,6000.0,13.0,5.0,25.0,120.0,0,itel,SYN-0002,A200+,46.99997347921456
311000,gaming,2,2,0,2,0,0,145000.0,0.4662379421221865,4.0,128.0,6000.0,13.0,8.0,,,0,itel,SYN-0002,Power 70,48.27895494560397
311000,gaming,2,2,0,2,0,0,227700.0,0.7321543408360128,8.0,128.0,6000.0,50.0,32.0,40.0,144.0,0,itel,SYN-0002,Super 26 Ultra,63.06527026608194
311000,gaming,2,2,0,2,0,0,149900.0,0.4819935691318328,4.0,128.0,6000.0,32.0,5.0,25.0,120.0,0,Xiaomi,SYN-0002,Redmi A7 Pro,50.63075173154306
311000,gaming,2,2,0,2,0,0,153404.0,0.4932604501607717,4.0,128.0,6000.0,50.0,8.0,25.0,120.0,0,Xiaomi,SYN-0002,Redmi 15C,52.5341921160514
311000,gaming,2,2,0,2,0,0,146600.0,0.47138263665594854,6.0,128.0,5160.0,50.0,13.0,25.0,120.0,0,Xiaomi,SYN-0002,Redmi 14C,46.624313703254195
311000,gaming,2,2,0,2,0,0,98100.0,0.31543408360128616,8.0,256.0,5000.0,50.0,8.0,40.0,90.0,0,Xiaomi,SYN-0002,Redmi 13C,46.44839067317635
311000,gaming,2,2,0,2,0,0,150000.0,0.48231511254019294,4.0,128.0,5100.0,32.0,8.0,65.0,,0,OPPO,SYN-0002,A3X 4G,44.31030203176549
214000,general,0,1,0,0,0,0,190000.0,0.8878504672897196,4.0,128.0,6700.0,50.0,8.0,25.0,120.0,0,TECNO,SYN-0003,Spark 50 4G,69.38984334022592
214000,general,0,1,0,0,0,0,232350.0,1.0857476635514018,8.0,128.0,5000.0,50.0,13.0,50.0,120.0,0,TECNO,SYN-0003,Spark 40 Pro,33.73066571410972
214000,general,0,1,0,0,0,0,143000.0,0.6682242990654206,4.0,128.0,5000.0,50.0,8.0,25.0,120.0,0,TECNO,SYN-0003,Spark 40,52.546805066686865
214000,general,0,1,0,0,0,0,120500.0,0.5630841121495327,4.0,128.0,5000.0,50.0,8.0,40.0,90.0,0,TECNO,SYN-0003,Spark 40C,51.31413260166607
214000,general,0,1,0,0,0,0,127900.0,0.5976635514018691,4.0,128.0,6000.0,13.0,8.0,25.0,90.0,0,TECNO,SYN-0003,Pop 10 Pro,57.91640171867225
214000,general,0,1,0,0,0,0,116000.0,0.5420560747663551,3.0,64.0,5000.0,13.0,8.0,25.0,120.0,0,TECNO,SYN-0003,Pop 10,48.138511895404
214000,general,0,1,0,0,0,0,103000.0,0.48130841121495327,2.0,64.0,5000.0,13.0,8.0,35.0,90.0,0,TECNO,SYN-0003,Pop 10C,46.77813158099635
214000,general,0,1,0,0,0,0,139000.0,0.6495327102803738,4.0,128.0,5000.0,50.0,8.0,25.0,90.0,0,TECNO,SYN-0003,Spark 30C,51.48527408510834
214000,general,0,1,0,0,0,0,111300.0,0.5200934579439253,8.0,128.0,5000.0,50.0,32.0,40.0,90.0,0,TECNO,SYN-0003,Spark 20,56.57010652707978
214000,general,0,1,0,0,0,0,135489.0,0.633126168224299,4.0,64.0,5000.0,50.0,8.0,40.0,90.0,0,Samsung,SYN-0003,Galaxy A07,50.886824514582706
214000,general,0,1,0,0,0,0,146005.0,0.682266355140187,4.0,128.0,5000.0,50.0,8.0,40.0,90.0,0,Samsung,SYN-0003,Galaxy A06,52.55417906052836
214000,general,0,1,0,0,0,0,154100.0,0.7200934579439252,4.0,128.0,5200.0,,,25.0,120.0,0,itel,SYN-0003,City 200,62.78583449708168
214000,general,0,1,0,0,0,0,127100.0,0.5939252336448598,3.0,64.0,6000.0,13.0,5.0,25.0,120.0,0,itel,SYN-0003,A200+,56.702168740082946
214000,general,0,1,0,0,0,0,145000.0,0.677570093457944,4.0,128.0,6000.0,13.0,8.0,,,0,itel,SYN-0003,Power 70,57.70733683833083
214000,general,0,1,0,0,0,0,227700.0,1.064018691588785,8.0,128.0,6000.0,50.0,32.0,40.0,144.0,0,itel,SYN-0003,Super 26 Ultra,48.93348605916981
214000,general,0,1,0,0,0,0,149900.0,0.7004672897196261,4.0,128.0,6000.0,32.0,5.0,25.0,120.0,0,Xiaomi,SYN-0003,Redmi A7 Pro,60.131446558792234
214000,general,0,1,0,0,0,0,153404.0,0.7168411214953271,4.0,128.0,6000.0,50.0,8.0,25.0,120.0,0,Xiaomi,SYN-0003,Redmi 15C,61.61612160920313
214000,general,0,1,0,0,0,0,146600.0,0.6850467289719626,6.0,128.0,5160.0,50.0,13.0,25.0,120.0,0,Xiaomi,SYN-0003,Redmi 14C,55.684799092261244
214000,general,0,1,0,0,0,0,98100.0,0.45841121495327103,8.0,256.0,5000.0,50.0,8.0,40.0,90.0,0,Xiaomi,SYN-0003,Redmi 13C,53.92447239962404
214000,general,0,1,0,0,0,0,150000.0,0.7009345794392523,4.0,128.0,5100.0,32.0,8.0,65.0,,0,OPPO,SYN-0003,A3X 4G,54.139198706164066
376000,student,2,1,2,2,0,0,340500.0,0.9055851063829787,8.0,256.0,6150.0,50.0,32.0,65.0,144.0,0,TECNO,SYN-0004,Camon 50 4G,69.09969969288899
376000,student,2,1,2,2,0,0,370000.0,0.9840425531914894,8.0,256.0,6150.0,50.0,32.0,65.0,144.0,0,TECNO,SYN-0004,Camon 50 Pro 4G,69.70763513953264
376000,student,2,1,2,2,0,0,190000.0,0.5053191489361702,4.0,128.0,6700.0,50.0,8.0,25.0,120.0,0,TECNO,SYN-0004,Spark 50 4G,54.965302265656725
376000,student,2,1,2,2,0,0,355000.0,0.9441489361702128,8.0,128.0,5160.0,50.0,13.0,50.0,,0,TECNO,SYN-0004,Spark Slim,51.5639555673994
376000,student,2,1,2,2,0,0,273300.0,0.7268617021276595,8.0,256.0,5200.0,50.0,13.0,65.0,144.0,0,TECNO,SYN-0004,Spark 40 Pro+,56.324718833717654
376000,student,2,1,2,2,0,0,232350.0,0.6179521276595744,8.0,128.0,5000.0,50.0,13.0,50.0,120.0,0,TECNO,SYN-0004,Spark 40 Pro,48.753387353624575
376000,student,2,1,2,2,0,0,143000.0,0.3803191489361702,4.0,128.0,5000.0,50.0,8.0,25.0,120.0,0,TECNO,SYN-0004,Spark 40,42.07089688308949
376000,student,2,1,2,2,0,0,120500.0,0.3204787234042553,4.0,128.0,5000.0,50.0,8.0,40.0,90.0,0,TECNO,SYN-0004,Spark 40C,41.41534718645205
376000,student,2,1,2,2,0,0,400000.0,1.0638297872340425,8.0,256.0,5200.0,50.0,50.0,65.0,144.0,1,TECNO,SYN-0004,Camon 40 Pro 5G,50.71779597676961
376000,student,2,1,2,2,0,0,370000.0,0.9840425531914894,8.0,256.0,5200.0,50.0,50.0,50.0,120.0,0,TECNO,SYN-0004,Camon 40 Pro,65.5535012996476
376000,student,2,1,2,2,0,0,286000.0,0.7606382978723404,8.0,128.0,5200.0,50.0,32.0,50.0,120.0,0,TECNO,SYN-0004,Camon 40,55.9877343621768
376000,student,2,1,2,2,0,0,127900.0,0.3401595744680851,4.0,128.0,6000.0,13.0,8.0,25.0,90.0,0,TECNO,SYN-0004,Pop 10 Pro,45.37295818036057
376000,student,2,1,2,2,0,0,116000.0,0.30851063829787234,3.0,64.0,5000.0,13.0,8.0,25.0,120.0,0,TECNO,SYN-0004,Pop 10,37.153178337083965
376000,student,2,1,2,2,0,0,103000.0,0.27393617021276595,2.0,64.0,5000.0,13.0,8.0,35.0,90.0,0,TECNO,SYN-0004,Pop 10C,35.87795645781925
376000,student,2,1,2,2,0,0,139000.0,0.3696808510638298,4.0,128.0,5000.0,50.0,8.0,25.0,90.0,0,TECNO,SYN-0004,Spark 30C,40.7892767163153
376000,student,2,1,2,2,0,0,247000.0,0.6569148936170213,8.0,128.0,5000.0,50.0,32.0,,120.0,0,TECNO,SYN-0004,Spark 30 Pro,53.940876004696634
376000,student,2,1,2,2,0,0,111300.0,0.29601063829787233,8.0,128.0,5000.0,50.0,32.0,40.0,90.0,0,TECNO,SYN-0004,Spark 20,49.11374752734513
376000,student,2,1,2,2,0,0,135489.0,0.36034308510638297,4.0,64.0,5000.0,50.0,8.0,40.0,90.0,0,Samsung,SYN-0004,Galaxy A07,40.045376678762985
376000,student,2,1,2,2,0,0,146005.0,0.38831117021276595,4.0,128.0,5000.0,50.0,8.0,40.0,90.0,0,Samsung,SYN-0004,Galaxy A06,41.94095374803328
376000,student,2,1,2,2,0,0,154100.0,0.4098404255319149,4.0,128.0,5200.0,,,25.0,120.0,0,itel,SYN-0004,City 200,52.430772720538
376000,student,2,1,2,2,0,0,127100.0,0.338031914893617,3.0,64.0,6000.0,13.0,5.0,25.0,120.0,0,itel,SYN-0004,A200+,43.6509596292434
376000,student,2,1,2,2,0,0,145000.0,0.38563829787234044,4.0,128.0,6000.0,13.0,8.0,,,0,itel,SYN-0004,Power 70,44.28632876943481
376000,student,2,1,2,2,0,0,227700.0,0.6055851063829787,8.0,128.0,6000.0,50.0,32.0,40.0,144.0,0,itel,SYN-0004,Super 26 Ultra,60.686249652232746
376000,student,2,1,2,2,0,0,149900.0,0.39867021276595743,4.0,128.0,6000.0,32.0,5.0,25.0,120.0,0,Xiaomi,SYN-0004,Redmi A7 Pro,47.410509629439666
376000,student,2,1,2,2,0,0,153404.0,0.4079893617021277,4.0,128.0,6000.0,50.0,8.0,25.0,120.0,0,Xiaomi,SYN-0004,Redmi 15C,49.300496592983386
376000,student,2,1,2,2,0,0,146600.0,0.3898936170212766,6.0,128.0,5160.0,50.0,13.0,25.0,120.0,0,Xiaomi,SYN-0004,Redmi 14C,45.47046991382545
376000,student,2,1,2,2,0,0,98100.0,0.26090425531914896,8.0,256.0,5000.0,50.0,8.0,40.0,90.0,0,Xiaomi,SYN-0004,Redmi 13C,46.23015667057213
376000,student,2,1,2,2,0,0,150000.0,0.39893617021276595,4.0,128.0,5100.0,32.0,8.0,65.0,,0,OPPO,SYN-0004,A3X 4G,43.46396128093493
1475000,general,2,1,0,1,0,0,340500.0,0.23084745762711864,8.0,256.0,6150.0,50.0,32.0,65.0,144.0,0,TECNO,SYN-0005,Camon 50 4G,64.38120877315504
1475000,general,2,1,0,1,0,0,370000.0,0.25084745762711863,8.0,256.0,6150.0,50.0,32.0,65.0,144.0,0,TECNO,SYN-0005,Camon 50 Pro 4G,64.55854867463287
1475000,general,2,1,0,1,0,0,190000.0,0.1288135593220339,4.0,128.0,6700.0,50.0,8.0,25.0,120.0,0,TECNO,SYN-0005,Spark 50 4G,54.41598000355122
1475000,general,2,1,0,1,0,0,355000.0,0.24067796610169492,8.0,128.0,5160.0,50.0,13.0,50.0,,0,TECNO,SYN-0005,Spark Slim,47.29166147946648
1475000,general,2,1,0,1,0,0,273300.0,0.18528813559322033,8.0,256.0,5200.0,50.0,13.0,65.0,144.0,0,TECNO,SYN-0005,Spark 40 Pro+,51.636420768986554
1475000,general,2,1,0,1,0,0,232350.0,0.15752542372881356,8.0,128.0,5000.0,50.0,13.0,50.0,120.0,0,TECNO,SYN-0005,Spark 40 Pro,45.90391954198754
1475000,general,2,1,0,1,0,0,143000.0,0.09694915254237288,4.0,128.0,5000.0,50.0,8.0,25.0,120.0,0,TECNO,SYN-0005,Spark 40,41.72694330048763
1475000,general,2,1,0,1,0,0,120500.0,0.08169491525423729,4.0,128.0,5000.0,50.0,8.0,40.0,90.0,0,TECNO,SYN-0005,Spark 40C,41.473457452612536
1475000,general,2,1,0,1,0,0,695000.0,0.4711864406779661,12.0,256.0,5100.0,50.0,50.0,35.0,120.0,1,TECNO,SYN-0005,Camon 40 Premier,63.32236450682977
1475000,general,2,1,0,1,0,0,400000.0,0.2711864406779661,8.0,256.0,5200.0,50.0,50.0,65.0,144.0,1,TECNO,SYN-0005,Camon 40 Pro 5G,62.929005630712275
1475000,general,2,1,0,1,0,0,370000.0,0.25084745762711863,8.0,256.0,5200.0,50.0,50.0,50.0,120.0,0,TECNO,SYN-0005,Camon 40 Pro,61.53683730809392
1475000,general,2,1,0,1,0,0,286000.0,0.19389830508474576,8.0,128.0,5200.0,50.0,32.0,50.0,120.0,0,TECNO,SYN-0005,Camon 40,53.093797672602086
1475000,general,2,1,0,1,0,0,1673800.0,1.1347796610169492,12.0,512.0,5750.0,50.0,32.0,95.0,120.0,1,TECNO,SYN-0005,Phantom V Fold 2 5G,47.98725439940606
1475000,general,2,1,0,1,0,0,979800.0,0.664271186440678,8.0,256.0,4720.0,50.0,32.0,35.0,120.0,1,TECNO,SYN-0005,Phantom V Flip 2 5G,55.95581071081951
1475000,general,2,1,0,1,0,0,127900.0,0.08671186440677967,4.0,128.0,6000.0,13.0,8.0,25.0,90.0,0,TECNO,SYN-0005,Pop 10 Pro,45.67449125702871
1475000,general,2,1,0,1,0,0,116000.0,0.07864406779661016,3.0,64.0,5000.0,13.0,8.0,25.0,120.0,0,TECNO,SYN-0005,Pop 10,37.340906029964316
1475000,general,2,1,0,1,0,0,103000.0,0.06983050847457627,2.0,64.0,5000.0,13.0,8.0,35.0,90.0,0,TECNO,SYN-0005,Pop 10C,36.64206658769998
1475000,general,2,1,0,1,0,0,139000.0,0.09423728813559322,4.0,128.0,5000.0,50.0,8.0,25.0,90.0,0,TECNO,SYN-0005,Spark 30C,40.96398095599402
1475000,general,2,1,0,1,0,0,247000.0,0.16745762711864406,8.0,128.0,5000.0,50.0,32.0,,120.0,0,TECNO,SYN-0005,Spark 30 Pro,51.49828281232977
1475000,general,2,1,0,1,0,0,111300.0,0.07545762711864407,8.0,128.0,5000.0,50.0,32.0,40.0,90.0,0,TECNO,SYN-0005,Spark 20,49.43128773843815
1475000,general,2,1,0,1,0,0,556000.0,0.3769491525423729,8.0,256.0,6500.0,50.0,13.0,80.0,144.0,1,Infinix,SYN-0005,Note 60 Pro 5G,63.44388754945158
1475000,general,2,1,0,1,0,0,499000.0,0.3383050847457627,8.0,128.0,6500.0,50.0,13.0,80.0,144.0,0,Infinix,SYN-0005,Note 60 Pro,60.286311719587204
1475000,general,2,1,0,1,0,0,1449600.0,0.9827796610169491,12.0,256.0,4300.0,50.0,12.0,95.0,120.0,1,Samsung,SYN-0005,Galaxy S26,53.68752241751661
1475000,general,2,1,0,1,0,0,677300.0,0.4591864406779661,6.0,128.0,5000.0,50.0,12.0,50.0,120.0,1,Samsung,SYN-0005,Galaxy A37,47.70299369337029
1475000,general,2,1,0,1,0,0,675000.0,0.4576271186440678,8.0,128.0,5000.0,50.0,12.0,65.0,120.0,1,Samsung,SYN-0005,Galaxy A57,48.90098985267562
1475000,general,2,1,0,1,0,0,975000.0,0.6610169491525424,,,4000.0,,,95.0,120.0,1,Samsung,SYN-0005,Galaxy S25,62.74679777461509
1475000,general,2,1,0,1,0,0,1335000.0,0.9050847457627119,12.0,256.0,4900.0,50.0,12.0,95.0,120.0,1,Samsung,SYN-0005,Galaxy S25+,57.37736498614352
1475000,general,2,1,0,1,0,0,577000.0,0.3911864406779661,8.0,128.0,5000.0,50.0,12.0,65.0,120.0,1,Samsung,SYN-0005,Galaxy A56 5G,48.31186068844418
1475000,general,2,1,0,1,0,0,460000.0,0.31186440677966104,8.0,128.0,5000.0,50.0,12.0,65.0,120.0,1,Samsung,SYN-0005,Galaxy A36 5G,47.60851260461684
1475000,general,2,1,0,1,0,0,135489.0,0.09185694915254237,4.0,64.0,5000.0,50.0,8.0,40.0,90.0,0,Samsung,SYN-0005,Galaxy A07,40.156104621591176
1475000,general,2,1,0,1,0,0,146005.0,0.0989864406779661,4.0,128.0,5000.0,50.0,8.0,40.0,90.0,0,Samsung,SYN-0005,Galaxy A06,41.62678132336481
1475000,general,2,1,0,1,0,0,154100.0,0.10447457627118643,4.0,128.0,5200.0,,,25.0,120.0,0,itel,SYN-0005,City 200,53.52017417735232
1475000,general,2,1,0,1,0,0,127100.0,0.08616949152542373,3.0,64.0,6000.0,13.0,5.0,25.0,120.0,0,itel,SYN-0005,A200+,43.851713472624475
1475000,general,2,1,0,1,0,0,145000.0,0.09830508474576272,4.0,128.0,6000.0,13.0,8.0,,,0,itel,SYN-0005,Power 70,44.89058877727586
1475000,general,2,1,0,1,0,0,227700.0,0.1543728813559322,8.0,128.0,6000.0,50.0,32.0,40.0,144.0,0,itel,SYN-0005,Super 26 Ultra,58.75901650251992
1475000,general,2,1,0,1,0,0,149900.0,0.1016271186440678,4.0,128.0,6000.0,32.0,5.0,25.0,120.0,0,Xiaomi,SYN-0005,Redmi A7 Pro,46.98621579762277
1475000,general,2,1,0,1,0,0,153404.0,0.10400271186440678,4.0,128.0,6000.0,50.0,8.0,25.0,120.0,0,Xiaomi,SYN-0005,Redmi 15C,49.0874255086706
1475000,general,2,1,0,1,0,0,146600.0,0.09938983050847458,6.0,128.0,5160.0,50.0,13.0,25.0,120.0,0,Xiaomi,SYN-0005,Redmi 14C,44.93048589292561
1475000,general,2,1,0,1,0,0,98100.0,0.06650847457627118,8.0,256.0,5000.0,50.0,8.0,40.0,90.0,0,Xiaomi,SYN-0005,Redmi 13C,45.33598443885999
1475000,general,2,1,0,1,0,0,150000.0,0.1016949152542373,4.0,128.0,5100.0,32.0,8.0,65.0,,0,OPPO,SYN-0005,A3X 4G,42.27006818135826
1475000,general,2,1,0,1,0,0,843900.0,0.572135593220339,12.0,256.0,5600.0,50.0,50.0,35.0,120.0,1,OPPO,SYN-0005,Reno13 5G,67.86644931134707
1475000,general,2,1,0,1,0,0,599900.0,0.40671186440677964,12.0,256.0,5800.0,50.0,32.0,65.0,120.0,1,OPPO,SYN-0005,Reno13 F 5G,63.97745219032189
1475000,general,2,1,0,1,0,0,750000.0,0.5084745762711864,8.0,128.0,5100.0,48.0,13.0,35.0,120.0,1,Google Pixel,SYN-0005,10a,48.98863406541776
1475000,general,2,1,0,1,0,0,460000.0,0.31186440677966104,,64.0,,12.0,,80.0,60.0,1,Apple iPhone,SYN-0005,SE 2022,42.21690755953
1475000,general,2,1,0,1,0,0,690000.0,0.46779661016949153,,128.0,,12.0,,65.0,60.0,1,Apple iPhone,SYN-0005,12,44.40336309214338
1475000,general,2,1,0,1,0,0,725000.0,0.4915254237288136,,128.0,,12.0,,80.0,60.0,1,Apple iPhone,SYN-0005,13,45.95374262838129
1475000,general,2,1,0,1,0,0,875000.0,0.5932203389830508,,128.0,,12.0,,80.0,120.0,1,Apple iPhone,SYN-0005,13 Pro,50.144238625053845
1475000,general,2,1,0,1,0,0,925000.0,0.6271186440677966,,128.0,,12.0,,80.0,60.0,1,Apple iPhone,SYN-0005,14,47.45109107384245
1475000,general,2,1,0,1,0,0,1275000.0,0.864406779661017,,128.0,,48.0,,80.0,120.0,1,Apple iPhone,SYN-0005,14 Pro,59.24779858868209
